Word,Alternative.spelling,Freq_pm,Dom_PoS_SUBTLEX,Nletters,Nphon,Nsyll,Lemma_highest_PoS,AoA_Kup,Perc_known,AoA_Kup_lem,Perc_known_lem,AoA_Bird_lem,AoA_Bristol_lem,AoA_Cort_lem,AoA_Schock,mid_level_category
saline,saline,3.43,Adjective,6,5,2,saline,11.71,0.94,11.71,0.94,,,,12.11,quality
servitude,servitude,0.67,Noun,9,7,3,servitude,11.71,0.89,11.71,0.89,,,,,unknown_noun
solicit,solicit,0.61,Verb,7,7,3,solicit,11.71,0.95,11.71,0.95,,,,,communication
stoneware,stoneware,0.04,Noun,9,7,2,stoneware,11.71,0.94,11.71,0.94,,,,,unknown_noun
subconscious,subconscious,2.63,Noun,12,9,3,subconscious,11.71,0.94,11.71,0.94,,,,,unknown_noun
supple,supple,0.61,Adjective,6,5,2,supple,11.71,0.89,11.71,0.89,,,,11.59,quality
taxidermist,taxidermist,0.16,Noun,11,11,4,taxidermist,11.71,0.78,11.71,0.78,,,,,unknown_noun
unsettlement,unsettlement,0.04,Noun,12,11,4,unsettlement,11.71,0.94,11.71,0.94,,,,,unknown_noun
unsound,unsound,0.45,Adjective,7,6,2,unsound,11.71,0.94,11.71,0.94,,,,,quality
watershed,watershed,0.12,Noun,9,7,3,watershed,11.71,0.94,11.71,0.94,,,,,unknown_noun
wolfhound,wolfhound,0.02,Noun,9,8,2,wolfhound,11.71,0.78,11.71,0.78,,,,,unknown_noun
accuser,accuser,0.29,Noun,7,6,3,accuser,11.72,1.0,11.72,1.0,,10.07,,,unknown_noun
arrogance,arrogance,2.82,Noun,9,7,3,arrogance,11.72,1.0,11.72,1.0,,,,,unknown_noun
authoritative,authoritative,0.2,Adjective,13,10,5,authoritative,11.72,0.95,11.72,0.95,,,,,quality
barrenness,barrenness,0.06,Noun,10,7,3,barrenness,11.72,0.9,11.72,0.9,,,,,unknown_noun
bedchamber,bedchamber,0.24,Noun,10,8,3,bedchamber,11.72,1.0,11.72,1.0,,,,,unknown_noun
bisect,bisect,0.04,Noun,6,6,2,bisect,11.72,0.95,11.72,0.95,,,,,unknown_noun
blunted,blunted,0.14,Adjective,7,7,2,blunted,11.72,0.95,11.72,0.95,,,,,quality
breach,breach,6.22,Noun,6,4,1,breach,11.72,1.0,11.72,1.0,,11.56,11.78,,unknown_noun
categorical,categorical,0.02,Adjective,11,11,5,categorical,11.72,1.0,11.72,1.0,,,,,quality
centralized,centralised,0.14,Adjective,11,10,3,centralized,11.72,1.0,11.72,1.0,,,,,quality
chambermaid,chambermaid,0.61,Noun,11,8,3,chambermaid,11.72,0.95,11.72,0.95,,,,,unknown_noun
commandant,commandant,2.57,Noun,10,9,3,commandant,11.72,1.0,11.72,1.0,,,,,unknown_noun
contour,contour,0.27,Noun,7,6,2,contour,11.72,0.95,11.72,0.95,,,,,unknown_noun
conversationalist,conversationalist,0.45,Noun,17,15,6,conversationalist,11.72,1.0,11.72,1.0,,,,,unknown_noun
corrugated,corrugated,0.2,Adjective,10,9,4,corrugated,11.72,0.9,11.72,0.9,,,,,quality
dictatorship,dictatorship,0.92,Noun,12,10,4,dictatorship,11.72,1.0,11.72,1.0,11.76,,,,unknown_noun
disclose,disclose,1.73,Verb,8,7,2,disclose,11.72,1.0,11.72,1.0,10.58,,,10.7,communication
disjointed,disjointed,0.16,Adjective,10,9,3,disjointed,11.72,1.0,11.72,1.0,,,,,quality
domain,domain,2.59,Noun,6,5,2,domain,11.72,1.0,11.72,1.0,,,,10.7,unknown_noun
endoskeleton,endoskeleton,0.04,Noun,12,12,5,endoskeleton,11.72,1.0,11.72,1.0,,,,,unknown_noun
envision,envision,0.53,Verb,8,7,3,envision,11.72,1.0,11.72,1.0,,,,,creation
exemplify,exemplify,0.06,Verb,9,10,4,exemplify,11.72,0.95,11.72,0.95,,,,,communication
fabricate,fabricate,0.33,Verb,9,8,3,fabricate,11.72,1.0,11.72,1.0,,,,,creation
familiarization,familiarisation,0.02,Noun,15,13,6,familiarization,11.72,1.0,11.72,1.0,,,,,unknown_noun
gape,gape,0.06,Verb,4,3,1,gape,11.72,1.0,11.72,1.0,8.97,,10.68,,perception
garter,garter,1.31,Noun,6,5,2,garter,11.72,0.95,11.72,0.95,,,,11.7,unknown_noun
geologic,geologic,0.06,Adjective,8,8,4,geologic,11.72,1.0,11.72,1.0,,,,,relational_adj
giblet,giblet,0.1,Noun,6,6,2,giblet,11.72,0.95,11.72,0.95,,,,,unknown_noun
groundless,groundless,0.24,Adjective,10,8,2,groundless,11.72,0.9,11.72,0.9,,,,,quality
guzzler,guzzler,1.39,Noun,7,5,2,guzzler,11.72,1.0,11.72,1.0,,,,,unknown_noun
highwayman,highwayman,0.31,Noun,10,7,3,highwayman,11.72,1.0,11.72,1.0,,,,,unknown_noun
incision,incision,2.37,Noun,8,7,3,incision,11.72,1.0,11.72,1.0,,,,,unknown_noun
indescribable,indescribable,0.49,Adjective,13,13,5,indescribable,11.72,0.95,11.72,0.95,,,,,quality
induct,induct,0.06,Verb,6,6,2,induct,11.72,0.95,11.72,0.95,,,,,social
intercourse,intercourse,3.78,Noun,11,8,3,intercourse,11.72,1.0,11.72,1.0,,,,,unknown_noun
intervene,intervene,1.41,Verb,9,7,3,intervene,11.72,1.0,11.72,1.0,,,,,social
irritability,irritability,0.22,Noun,12,11,6,irritability,11.72,1.0,11.72,1.0,9.83,,,,unknown_noun
keenness,keenness,0.08,Noun,8,5,2,keenness,11.72,0.95,11.72,0.95,8.69,,,,unknown_noun
magnesium,magnesium,0.9,Noun,9,9,4,magnesium,11.72,1.0,11.72,1.0,,12.23,,,unknown_noun
manicurist,manicurist,0.61,Noun,10,10,4,manicurist,11.72,1.0,11.72,1.0,,,,,unknown_noun
microsecond,microsecond,0.1,Noun,11,11,4,microsecond,11.72,0.95,11.72,0.95,,,,,unknown_noun
mistress,mistress,11.88,Noun,8,7,2,mistress,11.72,1.0,11.72,1.0,,10.19,,10.51,unknown_noun
mooch,mooch,0.88,Noun,5,3,1,mooch,11.72,0.95,11.72,0.95,,,10.53,,unknown_noun
multiplicity,multiplicity,0.08,Noun,12,12,5,multiplicity,11.72,1.0,11.72,1.0,,,,,unknown_noun
nomination,nomination,2.39,Noun,10,9,4,nomination,11.72,1.0,11.72,1.0,,,,,unknown_noun
nonfunctioning,non-functioning,0.04,Verb,14,12,4,nonfunctioning,11.72,1.0,11.72,1.0,,,,,verb_other
palate,palate,0.98,Noun,6,5,2,palate,11.72,1.0,11.72,1.0,,,,11.19,unknown_noun
perishable,perishable,0.25,Adjective,10,9,4,perishable,11.72,1.0,11.72,1.0,,,,,quality
persuasive,persuasive,2.18,Adjective,10,8,3,persuasive,11.72,1.0,11.72,1.0,,,,,quality
postponement,postponement,0.51,Noun,12,11,3,postponement,11.72,0.95,11.72,0.95,,,,,unknown_noun
probate,probate,0.51,Noun,7,6,2,probate,11.72,0.95,11.72,0.95,,,,,unknown_noun
prodigal,prodigal,1.12,Noun,8,8,3,prodigal,11.72,0.9,11.72,0.9,,,,,unknown_noun
profitability,profitability,0.18,Noun,13,13,6,profitability,11.72,1.0,11.72,1.0,,,,,unknown_noun
psychology,psychology,5.47,Noun,10,8,4,psychology,11.72,1.0,11.72,1.0,12.5,,,,unknown_noun
renaissance,renaissance,2.2,Noun,11,8,3,renaissance,11.72,1.0,11.72,1.0,,,,,unknown_noun
retraining,retraining,0.08,Noun,10,8,3,retraining,11.72,0.95,11.72,0.95,,,,,unknown_noun
showboat,showboat,0.39,Noun,8,5,2,showboat,11.72,0.95,11.72,0.95,,,,,unknown_noun
showgirl,showgirl,0.9,Noun,8,5,2,showgirl,11.72,1.0,11.72,1.0,,,,,unknown_noun
sleet,sleet,0.65,Noun,5,4,1,sleet,11.72,1.0,11.72,1.0,,,8.11,,unknown_noun
specimen,specimen,4.75,Noun,8,8,3,specimen,11.72,1.0,11.72,1.0,,,,,unknown_noun
sterilization,sterilisation,0.33,Noun,13,12,5,sterilization,11.72,1.0,11.72,1.0,,,,,unknown_noun
stipulate,stipulate,0.63,Verb,9,9,3,stipulate,11.72,1.0,11.72,1.0,,,,,communication
straitlaced,straitlaced,0.02,Adjective,11,9,2,straitlaced,11.72,1.0,11.72,1.0,,,,,quality
subzero,subzero,0.24,Noun,7,7,3,subzero,11.72,1.0,11.72,1.0,,,,,unknown_noun
syndrome,syndrome,6.27,Noun,8,7,2,syndrome,11.72,0.95,11.72,0.95,,,,10.6,unknown_noun
temperate,temperate,0.24,Adjective,9,7,2,temperate,11.72,0.95,11.72,0.95,,,,,quality
undetermined,undetermined,0.43,Adjective,12,10,4,undetermined,11.72,1.0,11.72,1.0,,,,,quality
unembarrassed,unembarrassed,0.04,Adjective,13,10,4,unembarrassed,11.72,1.0,11.72,1.0,,,,,quality
vitals,vitals,3.61,Noun,6,6,2,vitals,11.72,1.0,11.72,1.0,,,,,unknown_noun
blight,blight,0.57,Noun,6,4,1,blight,11.73,0.83,11.73,0.83,,,12.9,,unknown_noun
brouhaha,brouhaha,0.22,Noun,8,7,3,brouhaha,11.73,0.83,11.73,0.83,,,,,unknown_noun
chorography,chorography,0.04,Noun,11,9,4,chorography,11.73,0.83,11.73,0.83,,,,,unknown_noun
discipleship,discipleship,0.04,Noun,12,10,4,discipleship,11.73,0.83,11.73,0.83,,,,,unknown_noun
endplate,endplate,0.02,Noun,8,7,2,endplate,11.73,0.58,11.73,0.58,,,,,unknown_noun
grenadier,grenadier,0.06,Noun,9,8,4,grenadier,11.73,0.52,11.73,0.52,,,,,unknown_noun
inter,inter,0.35,Adjective,5,4,2,inter,11.73,0.83,11.73,0.83,,,,,adj_other
kingship,kingship,0.06,Noun,8,6,2,kingship,11.73,0.83,11.73,0.83,,,,,unknown_noun
lapel,lapel,0.49,Noun,5,5,2,lapel,11.73,0.83,11.73,0.83,,11.49,,,unknown_noun
nitric,nitric,0.24,Adjective,6,6,2,nitric,11.73,0.83,11.73,0.83,,,,,relational_adj
opulence,opulence,0.1,Noun,8,8,3,opulence,11.73,0.83,11.73,0.83,,,,,unknown_noun
piney,piny,0.16,Noun,5,4,2,piney,11.73,0.58,11.73,0.58,,,,,unknown_noun
prequel,prequel,0.06,Noun,7,7,2,prequel,11.73,0.79,11.73,0.79,,,,,unknown_noun
puffery,puffery,0.02,Noun,7,5,3,puffery,11.73,0.83,11.73,0.83,,,,,unknown_noun
scrawl,scrawl,0.24,Noun,6,5,1,scrawl,11.73,0.79,11.73,0.79,,,11.26,,unknown_noun
silverback,silverback,0.2,Noun,10,8,3,silverback,11.73,0.79,11.73,0.79,,,,,unknown_noun
synagogue,synagogue,0.96,Noun,9,7,3,synagogue,11.73,0.83,11.73,0.83,,,,,unknown_noun
uvula,uvula,0.18,Noun,5,7,3,uvula,11.73,0.79,11.73,0.79,,,,,unknown_noun
workhouse,workhouse,0.31,Noun,9,6,2,workhouse,11.73,0.83,11.73,0.83,,,,,unknown_noun
biff,biff,2.94,Name,4,3,1,biff,11.74,0.55,11.74,0.55,,,,,Name
affective,affective,0.08,Adjective,9,7,3,affective,11.74,1.0,11.74,1.0,,,,,quality
behead,behead,0.18,Noun,6,5,2,behead,11.74,1.0,11.74,1.0,,,,,unknown_noun
bilingual,bilingual,0.37,Adjective,9,9,3,bilingual,11.74,1.0,11.74,1.0,,,,,quality
boldface,boldface,0.04,Noun,8,7,2,boldface,11.74,1.0,11.74,1.0,,,,,unknown_noun
brownnoser,brownnoser,0.02,Noun,10,7,3,brownnoser,11.74,1.0,11.74,1.0,,,,,unknown_noun
buff,buff,2.49,Noun,4,3,1,buff,11.74,1.0,11.74,1.0,,,10.03,,unknown_noun
cardiac,cardiac,3.96,Adjective,7,7,3,cardiac,11.74,1.0,11.74,1.0,,,,,relational_adj
chronological,chronological,0.33,Adjective,13,12,5,chronological,11.74,1.0,11.74,1.0,,,,,relational_adj
combative,combative,0.53,Adjective,9,8,3,combative,11.74,1.0,11.74,1.0,,,,,quality
communism,communism,2.1,Noun,9,10,4,communism,11.74,1.0,11.74,1.0,12.11,,,,unknown_noun
compassionate,compassionate,1.78,Adjective,13,10,4,compassionate,11.74,1.0,11.74,1.0,,,,,quality
cornerstone,cornerstone,0.67,Noun,11,9,3,cornerstone,11.74,0.95,11.74,0.95,,,,,unknown_noun
counterstrike,counterstrike,0.08,Noun,13,10,3,counterstrike,11.74,1.0,11.74,1.0,,,,,unknown_noun
depressing,depressing,6.35,Adjective,10,8,3,depressing,11.74,1.0,11.74,1.0,,,,,quality
eloquent,eloquent,0.96,Adjective,8,8,3,eloquent,11.74,0.95,11.74,0.95,,,,,quality
generality,generality,0.08,Noun,10,9,5,generality,11.74,0.95,11.74,0.95,,,,,unknown_noun
gesture,gesture,7.43,Noun,7,5,2,gesture,11.74,1.0,11.74,1.0,,9.75,,9.31,unknown_noun
glorification,glorification,0.06,Noun,13,12,5,glorification,11.74,1.0,11.74,1.0,,,,,unknown_noun
incompetence,incompetence,1.49,Noun,12,11,4,incompetence,11.74,1.0,11.74,1.0,,,,,unknown_noun
initialize,initialize,0.04,Verb,10,8,4,initialize,11.74,1.0,11.74,1.0,,,,,cognition_action
martini,martini,7.94,Noun,7,7,3,martini,11.74,1.0,11.74,1.0,,,,,unknown_noun
migrant,migrant,0.25,Noun,7,7,2,migrant,11.74,1.0,11.74,1.0,,,,,unknown_noun
negotiation,negotiation,2.29,Noun,11,10,5,negotiation,11.74,1.0,11.74,1.0,,,,,unknown_noun
overdose,overdose,2.67,Noun,8,6,3,overdose,11.74,1.0,11.74,1.0,,,,,unknown_noun
personable,personable,0.24,Adjective,10,9,4,personable,11.74,1.0,11.74,1.0,,,,,quality
recondition,recondition,0.02,Noun,11,10,4,recondition,11.74,1.0,11.74,1.0,,,,,unknown_noun
recuperate,recuperate,0.35,Verb,10,8,4,recuperate,11.74,1.0,11.74,1.0,,,,,body_action
reemerge,re-emerge,0.08,Verb,8,6,3,reemerge,11.74,1.0,11.74,1.0,,,,,verb_other
rejuvenate,rejuvenate,0.14,Verb,10,9,4,rejuvenate,11.74,0.95,11.74,0.95,,,,,change
resuscitate,resuscitate,0.86,Verb,11,9,4,resuscitate,11.74,1.0,11.74,1.0,,,,,body_action
revenue,revenue,2.39,Noun,7,6,3,revenue,11.74,1.0,11.74,1.0,,11.17,,,unknown_noun
ritual,ritual,8.94,Noun,6,6,3,ritual,11.74,1.0,11.74,1.0,,,,,unknown_noun
spay,spay,0.12,Verb,4,4,2,spay,11.74,0.95,11.74,0.95,,,,,body_action
stent,stent,0.04,Adjective,5,5,1,stent,11.74,0.86,11.74,0.86,,,,,adj_other
sulfuric,sulphuric,0.35,Adjective,8,9,3,sulfuric,11.74,1.0,11.74,1.0,,,,,relational_adj
surefire,sure-fire,0.25,Noun,8,6,3,surefire,11.74,1.0,11.74,1.0,,,,,unknown_noun
swelter,swelter,0.04,Verb,7,6,2,swelter,11.74,1.0,11.74,1.0,,,,,body_action
tediousness,tediousness,0.04,Noun,11,9,4,tediousness,11.74,0.95,11.74,0.95,,,,,unknown_noun
tranquilizers,tranquillisers,0.88,Noun,13,12,4,tranquilizers,11.74,1.0,11.74,1.0,,,,,unknown_noun
traumatize,traumatise,0.2,Verb,10,8,3,traumatize,11.74,1.0,11.74,1.0,,,,,body_action
unifying,unifying,0.18,Adjective,8,8,4,unifying,11.74,1.0,11.74,1.0,,,,,quality
vile,vile,4.43,Adjective,4,3,1,vile,11.74,1.0,11.74,1.0,,,11.12,,quality
analyst,analyst,3.47,Noun,7,7,3,analyst,11.75,1.0,11.75,1.0,,,,,unknown_noun
aqueous,aqueous,0.1,Adjective,7,6,3,aqueous,11.75,0.63,11.75,0.63,,,,,relational_adj
backtrack,backtrack,0.75,Verb,9,7,2,backtrack,11.75,1.0,11.75,1.0,,,,,motion
bap,bap,0.16,Noun,3,3,1,bap,11.75,0.32,11.75,0.32,,,,,unknown_noun
beaverboard,beaverboard,0.02,Noun,11,8,3,beaverboard,11.75,0.22,11.75,0.22,,,,,unknown_noun
biologic,biologic,0.14,Adjective,8,8,4,biologic,11.75,0.89,11.75,0.89,,,,,relational_adj
bombsight,bombsight,0.14,Noun,9,6,2,bombsight,11.75,0.67,11.75,0.67,,,,,unknown_noun
catacomb,catacomb,0.1,Noun,8,7,3,catacomb,11.75,0.67,11.75,0.67,,,,,unknown_noun
chlorophyll,chlorophyll,0.24,Noun,11,8,3,chlorophyll,11.75,1.0,11.75,1.0,,,,,unknown_noun
competent,competent,2.43,Adjective,9,9,3,competent,11.75,1.0,11.75,1.0,,,,,quality
diabolical,diabolical,1.08,Adjective,10,10,5,diabolical,11.75,0.89,11.75,0.89,,,,,quality
disseat,disseat,0.02,Verb,7,5,2,disseat,11.75,0.42,11.75,0.42,,,,,verb_other
fatted,fatted,0.25,Adjective,6,5,2,fatted,11.75,0.67,11.75,0.67,,,,,adj_other
fervor,fervour,0.29,Noun,6,4,2,fervor,11.75,0.84,11.75,0.84,,,,,unknown_noun
gait,gait,0.31,Noun,4,3,1,gait,11.75,0.91,11.75,0.91,,,10.9,,unknown_noun
gook,gook,1.2,Noun,4,3,1,gook,11.75,0.63,11.75,0.63,,,,,unknown_noun
guillotine,guillotine,0.82,Noun,10,7,3,guillotine,11.75,0.84,11.75,0.84,,,,,unknown_noun
hipness,hipness,0.02,Noun,7,6,2,hipness,11.75,1.0,11.75,1.0,,,,,unknown_noun
hogfish,hogfish,0.02,Noun,7,6,2,hogfish,11.75,0.4,11.75,0.4,,,,,unknown_noun
homing,homing,1.39,Adjective,6,5,2,homing,11.75,0.84,11.75,0.84,,,,,quality
hooligan,hooligan,0.73,Noun,8,7,3,hooligan,11.75,0.95,11.75,0.95,,,,,unknown_noun
ignoramus,ignoramus,0.35,Noun,9,8,4,ignoramus,11.75,0.84,11.75,0.84,,,,,unknown_noun
impala,impala,0.1,Noun,6,6,3,impala,11.75,0.89,11.75,0.89,,,,,unknown_noun
jollity,jollity,0.02,Noun,7,6,3,jollity,11.75,0.67,11.75,0.67,,,,,unknown_noun
leaderless,leaderless,0.06,Adjective,10,7,3,leaderless,11.75,0.95,11.75,0.95,,,,,adj_other
liberate,liberate,1.16,Verb,8,6,3,liberate,11.75,1.0,11.75,1.0,,,,,social
lifebelt,lifebelt,0.02,Noun,8,7,2,lifebelt,11.75,0.57,11.75,0.57,,,,,unknown_noun
linkup,linkup,0.2,Noun,6,6,2,linkup,11.75,0.84,11.75,0.84,,,,,unknown_noun
malpractice,malpractice,1.55,Noun,11,10,3,malpractice,11.75,1.0,11.75,1.0,,,,,unknown_noun
megawatt,megawatt,0.04,Verb,8,7,3,megawatt,11.75,1.0,11.75,1.0,,,,,verb_other
menorah,menorah,0.18,Noun,7,6,3,menorah,11.75,0.84,11.75,0.84,,,,,unknown_noun
muttonhead,muttonhead,0.02,Noun,10,8,3,muttonhead,11.75,0.8,11.75,0.8,,,,,unknown_noun
nebbish,nebbish,0.1,Adjective,7,5,2,nebbish,11.75,0.44,11.75,0.44,,,,,adj_other
normality,normality,0.33,Noun,9,9,4,normality,11.75,1.0,11.75,1.0,,,,,unknown_noun
obnoxiousness,obnoxiousness,0.04,Noun,13,11,4,obnoxiousness,11.75,1.0,11.75,1.0,,,,,unknown_noun
pendulum,pendulum,0.53,Noun,8,8,3,pendulum,11.75,1.0,11.75,1.0,,8.39,,,unknown_noun
pictogram,pictogram,0.02,Noun,9,9,3,pictogram,11.75,0.89,11.75,0.89,,,,,unknown_noun
porosity,porosity,0.02,Noun,8,8,4,porosity,11.75,0.44,11.75,0.44,,,,,unknown_noun
reinterpretation,reinterpretation,0.02,Noun,16,14,6,reinterpretation,11.75,1.0,11.75,1.0,,,,,unknown_noun
reliant,reliant,0.12,Adjective,7,7,3,reliant,11.75,1.0,11.75,1.0,,,,,quality
satiny,satiny,0.04,Noun,6,6,3,satiny,11.75,0.8,11.75,0.8,,,,,unknown_noun
scapegoat,scapegoat,1.1,Noun,9,7,2,scapegoat,11.75,1.0,11.75,1.0,,,,,unknown_noun
silt,silt,0.33,Noun,4,4,1,silt,11.75,0.84,11.75,0.84,,,10.9,,unknown_noun
snakeroot,snakeroot,0.04,Verb,9,7,2,snakeroot,11.75,0.22,11.75,0.22,,,,,verb_other
snoot,snoot,0.2,Noun,5,4,1,snoot,11.75,0.84,11.75,0.84,,,,,unknown_noun
squelch,squelch,0.24,Verb,7,6,1,squelch,11.75,0.89,11.75,0.89,,,12.55,,contact
tactical,tactical,5.51,Adjective,8,8,3,tactical,11.75,1.0,11.75,1.0,,,,,relational_adj
tidal,tidal,1.04,Adjective,5,5,2,tidal,11.75,1.0,11.75,1.0,,,,,relational_adj
transact,transact,0.22,Verb,8,8,2,transact,11.75,0.84,11.75,0.84,,,,,possession
travertine,travertine,0.02,Adjective,10,9,3,travertine,11.75,0.22,11.75,0.22,,,,,adj_other
unrepentant,unrepentant,0.24,Adjective,11,11,4,unrepentant,11.75,0.86,11.75,0.86,,,,,quality
unscientific,unscientific,0.22,Adjective,12,11,5,unscientific,11.75,1.0,11.75,1.0,,,,,quality
accordance,accordance,1.59,Preposition,10,8,3,accordance,11.75,1.0,11.75,1.0,,10.7,,,Preposition
beck,beck,3.82,Name,4,3,1,beck,11.75,0.8,11.75,0.8,,,11.55,,Name
gene,gene,14.57,Name,4,3,1,gene,11.75,1.0,11.75,1.0,,12.43,10.82,,Name
huzza,huzza,0.02,Name,5,4,2,huzza,11.75,0.38,11.75,0.38,,13.02,,,Name
adorability,adorability,0.02,Noun,11,11,6,adorability,11.76,0.89,11.76,0.89,,,,,unknown_noun
alignment,alignment,1.31,Noun,9,8,3,alignment,11.76,0.94,11.76,0.94,,,,,unknown_noun
automate,automate,0.08,Verb,8,6,3,automate,11.76,0.94,11.76,0.94,,,,,change
awakener,awakener,0.02,Noun,8,7,4,awakener,11.76,0.85,11.76,0.85,,,,,unknown_noun
blacklist,blacklist,0.47,Noun,9,8,2,blacklist,11.76,0.94,11.76,0.94,,,,,unknown_noun
contortionist,contortionist,0.12,Noun,13,12,4,contortionist,11.76,0.94,11.76,0.94,,,,,unknown_noun
cutlet,cutlet,0.35,Noun,6,6,2,cutlet,11.76,0.94,11.76,0.94,,,,,unknown_noun
embellish,embellish,0.29,Verb,9,7,3,embellish,11.76,0.94,11.76,0.94,,,,,creation
erosive,erosive,0.02,Adjective,7,6,3,erosive,11.76,0.94,11.76,0.94,,,,,quality
fictionalize,fictionalise,0.02,Verb,12,10,4,fictionalize,11.76,0.94,11.76,0.94,,,,,creation
forefront,forefront,0.39,Noun,9,8,2,forefront,11.76,0.94,11.76,0.94,,,,,unknown_noun
inhalation,inhalation,0.65,Noun,10,8,4,inhalation,11.76,0.94,11.76,0.94,,,,,unknown_noun
inkwell,inkwell,0.25,Noun,7,6,2,inkwell,11.76,0.94,11.76,0.94,,,,,unknown_noun
intermix,intermix,0.16,Noun,8,8,3,intermix,11.76,0.94,11.76,0.94,,,,,unknown_noun
majorette,majorette,0.22,Noun,9,6,3,majorette,11.76,0.94,11.76,0.94,,,,,unknown_noun
nonofficial,nonofficial,0.02,Adjective,11,9,4,nonofficial,11.76,0.89,11.76,0.89,,,,,adj_other
outflow,outflow,0.14,Noun,7,5,2,outflow,11.76,0.94,11.76,0.94,,,,,unknown_noun
outlander,outlander,0.02,Verb,9,7,3,outlander,11.76,0.94,11.76,0.94,,,,,verb_other
propertied,propertied,0.04,Verb,10,8,3,propertied,11.76,0.89,11.76,0.89,,,,,verb_other
restrainer,restrainer,0.02,Noun,10,8,3,restrainer,11.76,0.89,11.76,0.89,,,,,unknown_noun
scat,scat,1.27,Noun,4,4,1,scat,11.76,0.94,11.76,0.94,,,,,unknown_noun
screenwriting,screenwriting,0.16,Verb,13,10,3,screenwriting,11.76,1.0,11.76,1.0,,,,,verb_other
slugfest,slugfest,0.06,Adjective,8,8,2,slugfest,11.76,0.85,11.76,0.85,,,,,adj_other
uncensored,uncensored,0.16,Adjective,10,8,3,uncensored,11.76,1.0,11.76,1.0,,,,,quality
unregulated,unregulated,0.12,Adjective,11,12,5,unregulated,11.76,0.94,11.76,0.94,,,,,quality
alp,alp,0.12,Noun,3,3,1,alp,11.77,0.68,11.77,0.68,,,11.12,,unknown_noun
chancy,chancy,0.2,Adjective,6,5,2,chancy,11.77,0.65,11.77,0.65,,,,,quality
doubloon,doubloon,0.12,Noun,8,6,2,doubloon,11.77,0.68,11.77,0.68,,,,,unknown_noun
imperil,imperil,0.08,Verb,7,7,3,imperil,11.77,0.72,11.77,0.72,,,,,stative
psychologist,psychologist,3.59,Noun,12,10,4,psychologist,11.77,1.0,11.77,1.0,,11.87,,,unknown_noun
sentient,sentient,0.45,Adjective,8,7,2,sentient,11.77,0.72,11.77,0.72,,,,,quality
shill,shill,0.27,Noun,5,3,1,shill,11.77,0.65,11.77,0.65,,,12.32,,unknown_noun
sinewy,sinewy,0.27,Adjective,6,6,3,sinewy,11.77,0.72,11.77,0.72,,,,,quality
threadbare,threadbare,0.14,Adjective,10,7,2,threadbare,11.77,0.68,11.77,0.68,,,,,quality
abolitionism,abolitionism,0.02,Noun,12,12,6,abolitionism,11.78,0.95,11.78,0.95,,,,,unknown_noun
airtime,airtime,0.25,Noun,7,5,2,airtime,11.78,1.0,11.78,1.0,,,,,unknown_noun
alumina,alumina,,,7,7,4,alumina,11.78,0.47,11.78,0.47,,,,,
appease,appease,0.49,Verb,7,4,2,appease,11.78,0.9,11.78,0.9,,,,,verb_other
applicant,applicant,0.61,Noun,9,8,3,applicant,11.78,1.0,11.78,1.0,,,,,unknown_noun
appreciator,appreciator,0.06,Noun,11,9,5,appreciator,11.78,0.95,11.78,0.95,,,,,unknown_noun
backless,backless,0.29,Adjective,8,6,2,backless,11.78,0.95,11.78,0.95,,,,,quality
bittersweet,bittersweet,0.45,Adjective,11,8,3,bittersweet,11.78,1.0,11.78,1.0,,,,,quality
brawler,brawler,0.2,Noun,7,5,2,brawler,11.78,0.95,11.78,0.95,,,,,unknown_noun
butterfat,butterfat,0.04,Noun,9,7,3,butterfat,11.78,0.95,11.78,0.95,,,,,unknown_noun
cancerous,cancerous,0.25,Adjective,9,7,3,cancerous,11.78,1.0,11.78,1.0,,,,,quality
causeway,causeway,0.33,Noun,8,5,2,causeway,11.78,0.95,11.78,0.95,,,,,unknown_noun
chastity,chastity,1.45,Noun,8,7,3,chastity,11.78,0.9,11.78,0.9,,,,,unknown_noun
chromosome,chromosome,0.75,Noun,10,8,3,chromosome,11.78,1.0,11.78,1.0,,,,,unknown_noun
circuit,circuit,6.67,Noun,7,5,2,circuit,11.78,1.0,11.78,1.0,,9.75,,10.32,unknown_noun
conclusive,conclusive,1.2,Adjective,10,9,3,conclusive,11.78,1.0,11.78,1.0,,,,,quality
confidential,confidential,6.71,Adjective,12,11,4,confidential,11.78,1.0,11.78,1.0,,,,,quality
connective,connective,0.04,Adjective,10,8,3,connective,11.78,1.0,11.78,1.0,,,,,quality
cordial,cordial,1.22,Adjective,7,6,2,cordial,11.78,1.0,11.78,1.0,,,,12.01,quality
coupling,coupling,0.51,Noun,8,6,2,coupling,11.78,0.95,11.78,0.95,,,,,unknown_noun
cryptic,cryptic,1.04,Adjective,7,7,2,cryptic,11.78,1.0,11.78,1.0,,,,12.22,quality
datebook,datebook,0.1,Noun,8,6,2,datebook,11.78,0.95,11.78,0.95,,,,,unknown_noun
denseness,denseness,0.02,Noun,9,7,2,denseness,11.78,0.95,11.78,0.95,,,,,unknown_noun
deteriorate,deteriorate,0.53,Verb,11,9,5,deteriorate,11.78,0.95,11.78,0.95,10.68,,,,change
deterrent,deterrent,0.43,Noun,9,8,3,deterrent,11.78,1.0,11.78,1.0,,,,,unknown_noun
