Word,Alternative.spelling,Freq_pm,Dom_PoS_SUBTLEX,Nletters,Nphon,Nsyll,Lemma_highest_PoS,AoA_Kup,Perc_known,AoA_Kup_lem,Perc_known_lem,AoA_Bird_lem,AoA_Bristol_lem,AoA_Cort_lem,AoA_Schock,mid_level_category
tenderizing,tenderising,0.06,Verb,11,9,4,tenderize,,,9.61,1.0,,,,,change
tenderloins,tenderloins,0.06,Noun,11,9,3,tenderloin,,,9.0,1.0,,,,,unknown_noun
tenders,tenders,0.2,Noun,7,6,2,tender,,,7.11,1.0,,,,8.53,unknown_noun
tending,tending,1.08,Verb,7,6,2,tend,,,9.79,0.95,9.36,,8.22,,stative
tendons,tendons,0.35,Noun,7,7,2,tendon,,,9.58,1.0,,,,10.6,unknown_noun
tendrils,tendrils,0.22,Noun,8,8,2,tendril,,,13.5,0.74,,,,,unknown_noun
tends,tends,2.65,Verb,5,5,1,tend,,,9.79,0.95,9.36,,8.22,,stative
tenements,tenements,0.27,Noun,9,9,3,tenement,,,12.69,0.7,,,,,unknown_noun
tenets,tenets,0.24,Noun,6,6,2,tenet,,,13.94,0.89,12.61,,,,unknown_noun
tenors,tenors,0.2,Noun,6,5,2,tenor,,,12.56,0.86,,,,11.19,unknown_noun
tens,tens,2.24,Number,4,4,1,ten,,,3.58,1.0,4.83,,3.65,,Number
tensed,tensed,0.2,Verb,6,5,1,tense,,,9.35,1.0,,9.34,8.71,,body_action
tenser,tenser,0.06,Adjective,6,5,2,tense,,,9.35,1.0,,9.34,8.71,,quality
tenses,tenses,0.08,Verb,6,6,2,tense,,,9.35,1.0,,9.34,8.71,,body_action
tensest,tensest,0.02,Adjective,7,7,2,tense,,,9.35,1.0,,9.34,8.71,,quality
tensing,tensing,0.06,Verb,7,6,2,tense,,,9.35,1.0,,9.34,8.71,,body_action
tensions,tensions,0.88,Noun,8,7,2,tension,,,9.72,1.0,,9.22,,10.22,unknown_noun
tentacles,tentacles,1.1,Noun,9,9,3,tentacle,,,8.65,1.0,,,,,unknown_noun
tenths,tenths,0.24,Number,6,5,1,tenth,,,5.41,1.0,,6.07,5.47,,Number
tenting,tenting,0.1,Verb,7,6,2,tent,,,5.16,1.0,,5.77,5.73,,stative
tents,tents,1.92,Noun,5,5,1,tent,,,5.16,1.0,,5.77,5.73,,unknown_noun
tepees,tepees,0.04,Noun,6,5,2,tepee,,,5.65,0.94,,,,8.7,unknown_noun
tequilas,tequilas,0.18,Noun,8,8,3,tequila,,,13.67,1.0,,,,,unknown_noun
terabytes,terabytes,0.02,Noun,9,8,3,terabyte,,,15.42,0.63,,,,,unknown_noun
termed,termed,0.22,Verb,6,4,1,term,,,8.28,1.0,,7.86,8.36,,communication
terminals,terminals,0.49,Noun,9,8,3,terminal,,,9.33,1.0,,,,,unknown_noun
terminated,terminated,2.88,Verb,10,9,4,terminate,,,11.21,1.0,,,,,stative
terminates,terminates,0.12,Verb,10,8,3,terminate,,,11.21,1.0,,,,,stative
terminating,terminating,0.65,Verb,11,9,4,terminate,,,11.21,1.0,,,,,stative
terminations,terminations,0.04,Noun,12,10,4,termination,,,11.5,1.0,,,,,unknown_noun
terminators,terminators,0.14,Noun,11,9,4,terminator,,,11.18,0.94,,,,,unknown_noun
terminologies,terminologies,0.02,Noun,13,11,5,terminology,,,11.11,1.0,,,,,unknown_noun
termites,termites,1.45,Noun,8,6,2,termite,,,7.94,1.0,,,,9.4,unknown_noun
terms,terms,22.31,Noun,5,4,1,term,,,8.28,1.0,,7.86,8.36,,unknown_noun
terns,terns,0.08,Noun,5,4,1,tern,,,14.5,0.44,,,,,unknown_noun
terraces,terraces,0.06,Noun,8,7,3,terrace,,,9.89,0.95,,,,11.19,unknown_noun
terrariums,terrariums,0.04,Noun,10,9,4,terrarium,,,12.38,0.84,,,,,unknown_noun
terriers,terriers,0.08,Noun,8,6,3,terrier,,,8.68,1.0,,,,,unknown_noun
terrifies,terrifies,0.35,Verb,9,7,3,terrify,,,8.05,1.0,,,,,verb_other
territories,territories,1.2,Noun,11,9,4,territory,,,8.94,1.0,,9.6,,,unknown_noun
terrorists,terrorists,11.78,Noun,10,8,3,terrorist,,,12.76,1.0,,,,,unknown_noun
terrorized,terrorised,0.63,Verb,10,7,3,terrorize,,,9.72,1.0,,,,,social
terrorizes,terrorises,0.06,Verb,10,8,4,terrorize,,,9.72,1.0,,,,,social
terrorizing,terrorising,0.73,Verb,11,8,4,terrorize,,,9.72,1.0,,,,,social
terrors,terrors,1.24,Noun,7,5,2,terror,,,8.79,1.0,,7.62,,7.41,unknown_noun
tersest,tersest,0.02,Adjective,7,6,2,terse,,,11.0,0.89,,,,,quality
testaments,testaments,0.1,Noun,10,10,3,testament,,,9.14,1.0,,,,,unknown_noun
tested,tested,10.53,Verb,6,6,2,test,,,6.26,1.0,6.25,,5.85,,social
testers,testers,0.12,Noun,7,6,2,tester,,,8.84,1.0,,,,,unknown_noun
testicles,testicles,2.45,Noun,9,9,3,testicle,,,11.6,1.0,,,,,unknown_noun
testified,testified,3.84,Verb,9,8,3,testify,,,10.0,1.0,,,,,communication
testifies,testifies,0.65,Verb,9,8,3,testify,,,10.0,1.0,,,,,communication
testifying,testifying,2.06,Verb,10,9,4,testify,,,10.0,1.0,,,,,communication
testimonials,testimonials,0.14,Noun,12,12,5,testimonial,,,12.4,1.0,,,,,unknown_noun
testimonies,testimonies,0.33,Noun,11,10,4,testimony,,,10.32,1.0,,,,,unknown_noun
testing,testing,15.12,Verb,7,6,2,test,,,6.26,1.0,6.25,,5.85,,social
tests,tests,23.47,Noun,5,5,1,test,,,6.26,1.0,6.25,,5.85,,unknown_noun
tethered,tethered,0.39,Verb,8,5,2,tether,,,10.67,0.95,,,,,contact
tethers,tethers,0.1,Verb,7,5,2,tether,,,10.67,0.95,,,,,contact
textbooks,textbooks,0.86,Noun,9,9,2,textbook,,,7.58,1.0,,,,,unknown_noun
texted,texted,0.16,Verb,6,7,2,text,,,7.78,1.0,,9.6,7.77,,verb_other
textiles,textiles,0.24,Noun,8,8,2,textile,,,9.75,1.0,,,,,unknown_noun
texting,texting,0.31,Verb,7,7,2,text,,,7.78,1.0,,9.6,7.77,,verb_other
texts,texts,0.65,Noun,5,6,1,text,,,7.78,1.0,,9.6,7.77,,unknown_noun
textures,textures,0.31,Noun,8,7,2,texture,,,9.35,0.94,,9.49,,8.62,unknown_noun
thanes,thanes,0.1,Noun,6,4,1,thane,,,12.5,0.1,,12.55,,,unknown_noun
thanked,thanked,3.8,Verb,7,5,1,thank,,,3.79,1.0,5.41,,4.45,,communication
thanking,thanking,3.02,Verb,8,6,2,thank,,,3.79,1.0,5.41,,4.45,,communication
thanksgivings,thanksgivings,0.14,Noun,13,11,3,thanksgiving,,,4.74,1.0,,,,,unknown_noun
thatching,thatching,0.02,Verb,9,5,2,thatch,,,10.72,0.95,8.69,,,,contact
thawed,thawed,0.55,Verb,6,3,1,thaw,,,8.11,1.0,7.6,7.62,8.65,,change
thawing,thawing,0.24,Verb,7,4,2,thaw,,,8.11,1.0,7.6,7.62,8.65,,change
thaws,thaws,0.16,Verb,5,3,1,thaw,,,8.11,1.0,7.6,7.62,8.65,,change
theaters,theatres,1.8,Noun,8,6,3,theater,,,6.94,1.0,,,,,unknown_noun
theatre,theatre,11.41,Noun,7,5,3,theater,,,6.94,1.0,,,,,unknown_noun
theatres,theatres,0.53,Noun,8,6,3,theater,,,6.94,1.0,,,,,unknown_noun
theatricals,theatricals,0.16,Noun,11,10,4,theatrical,,,9.44,1.0,,,,,unknown_noun
thefts,thefts,0.55,Noun,6,5,1,theft,,,8.11,1.0,,7.71,8.08,,unknown_noun
theirs,theirs,7.75,Pronoun,6,4,1,their,,,5.26,1.0,5.48,,5.59,,Pronoun
themes,themes,1.12,Noun,6,4,1,theme,,,8.5,1.0,9.5,8.24,8.95,,unknown_noun
theologians,theologians,0.24,Noun,11,9,4,theologian,,,14.52,0.84,,13.06,,,unknown_noun
theorems,theorems,0.08,Noun,8,7,3,theorem,,,12.47,0.89,,,,,unknown_noun
theories,theories,5.41,Noun,8,5,2,theory,,,9.37,1.0,,10.94,,9.58,unknown_noun
theorists,theorists,0.12,Noun,9,7,3,theorist,,,11.84,0.95,,,,,unknown_noun
theorized,theorised,0.06,Verb,9,6,3,theorize,,,13.5,1.0,,,,,cognition_action
theorizes,theorises,0.02,Verb,9,7,4,theorize,,,13.5,1.0,,,,,cognition_action
therapeutics,therapeutics,0.02,Noun,12,11,4,therapeutic,,,12.39,0.95,,,,,unknown_noun
therapies,therapies,0.31,Noun,9,7,3,therapy,,,12.0,1.0,,,,,unknown_noun
therapists,therapists,0.82,Noun,10,9,3,therapist,,,10.89,1.0,12.5,,,,unknown_noun
thermals,thermals,0.29,Noun,8,6,2,thermal,,,11.05,1.0,,,,9.58,unknown_noun
thermometers,thermometers,0.27,Noun,12,9,4,thermometer,,,6.63,1.0,,7.77,,,unknown_noun
thermoses,thermoses,0.04,Noun,9,7,3,thermos,,,8.29,0.94,,,,,unknown_noun
theses,theses,0.14,Noun,6,5,2,thesis,,,12.83,1.0,,,,12.01,unknown_noun
thespians,thespians,0.16,Noun,9,8,3,thespian,,,13.44,0.95,,,,,unknown_noun
thetas,thetas,0.73,Noun,6,5,2,theta,,,15.27,0.61,,,,,unknown_noun
thickened,thickened,0.1,Verb,9,6,2,thicken,,,8.62,1.0,,,,,change
thickens,thickens,0.63,Verb,8,6,2,thicken,,,8.62,1.0,,,,,change
thicker,thicker,2.08,Adjective,7,4,2,thick,,,5.61,1.0,,5.88,6.6,,quality
thickest,thickest,0.16,Adjective,8,6,2,thick,,,5.61,1.0,,5.88,6.6,,quality
thickets,thickets,0.02,Noun,8,6,2,thicket,,,7.89,1.0,,9.28,,,unknown_noun
thieves,thieves,9.1,Noun,7,4,1,thief,,,7.22,1.0,,6.5,6.94,,unknown_noun
thighbones,thighbones,0.06,Noun,10,6,2,thighbone,,,9.0,1.0,,,,,unknown_noun
thighs,thighs,3.84,Noun,6,3,1,thigh,,,6.42,1.0,,7.24,6.47,,unknown_noun
thimbles,thimbles,0.06,Noun,8,7,2,thimble,,,8.05,1.0,,,,,unknown_noun
thingamabobs,thingamabobs,0.08,Noun,12,11,4,thingamabob,,,5.72,0.95,,,,,unknown_noun
thingamajigs,thingamajigs,0.08,Noun,12,11,4,thingamajig,,,7.24,0.94,,,,,unknown_noun
thingies,thingies,0.86,Noun,8,5,2,thingy,,,5.76,0.94,,,,,unknown_noun
things,things,692.88,Noun,6,4,1,thing,,,4.58,1.0,4.74,,4.08,,unknown_noun
thinkers,thinkers,0.94,Noun,8,6,2,thinker,,,7.61,1.0,,8.13,,,unknown_noun
thinking,thinking,281.43,Verb,8,6,2,think,,,4.75,1.0,5.61,,5.06,,cognition_action
thinks,thinks,102.65,Verb,6,5,1,think,,,4.75,1.0,5.61,,5.06,,cognition_action
thinned,thinned,0.2,Verb,7,4,1,thin,,,6.47,1.0,,5.22,5.79,,change
thinner,thinner,2.25,Adjective,7,4,2,thin,,,6.47,1.0,,5.22,5.79,,quality
thinnest,thinnest,0.18,Adjective,8,6,2,thin,,,6.47,1.0,,5.22,5.79,,quality
thinning,thinning,0.37,Verb,8,5,2,thin,,,6.47,1.0,,5.22,5.79,,change
thins,thins,0.37,Verb,5,4,1,thin,,,6.47,1.0,,5.22,5.79,,change
thirds,thirds,0.51,Number,6,4,1,third,,,4.58,1.0,,,4.71,,Number
thirsted,thirsted,0.06,Verb,8,6,2,thirst,,,6.06,1.0,,4.39,5.86,,consumption
thirstier,thirstier,0.04,Adjective,9,6,3,thirsty,,,3.89,1.0,,4.18,,,quality
thirsting,thirsting,0.08,Verb,9,6,2,thirst,,,6.06,1.0,,4.39,5.86,,consumption
thirsts,thirsts,0.04,Verb,7,5,1,thirst,,,6.06,1.0,,4.39,5.86,,consumption
thirties,thirties,0.51,Number,8,5,2,thirty,,,5.94,1.0,,5.82,,,Number
thistles,thistles,0.06,Noun,8,6,2,thistle,,,10.59,0.94,,6.71,,,unknown_noun
thongs,thongs,0.47,Noun,6,4,1,thong,,,12.41,1.0,,10.87,11.41,,unknown_noun
thorns,thorns,1.55,Noun,6,5,1,thorn,,,5.97,1.0,,6.86,6.49,,unknown_noun
thoroughbreds,thoroughbreds,0.43,Noun,13,8,3,thoroughbred,,,11.26,1.0,,,,,unknown_noun
thoroughfares,thoroughfares,0.04,Noun,13,7,3,thoroughfare,,,13.37,0.95,,,,,unknown_noun
thoughts,thoughts,33.39,Noun,8,4,1,thought,,,5.89,1.0,6.81,6.98,6.87,,unknown_noun
thousands,thousands,27.65,Noun,9,7,2,thousand,,,6.6,1.0,,,,7.04,unknown_noun
thralls,thralls,0.16,Noun,7,5,1,thrall,,,13.12,0.89,,,,,unknown_noun
thrashed,thrashed,0.43,Verb,8,5,1,thrash,,,8.72,0.95,,,9.75,,contact
thrashers,thrashers,0.04,Noun,9,6,2,thrasher,,,10.82,0.89,,,,,unknown_noun
thrashes,thrashes,0.02,Verb,8,6,2,thrash,,,8.72,0.95,,,9.75,,contact
thrashing,thrashing,0.69,Verb,9,6,2,thrash,,,8.72,0.95,,,9.75,,contact
threaded,threaded,0.2,Verb,8,6,2,thread,,,7.06,1.0,,5.47,7.07,,motion
threading,threading,0.1,Verb,9,6,2,thread,,,7.06,1.0,,5.47,7.07,,motion
threads,threads,1.67,Noun,7,5,1,thread,,,7.06,1.0,,5.47,7.07,,unknown_noun
threatened,threatened,16.57,Verb,10,7,2,threaten,,,8.95,1.0,7.8,,,,stative
threatening,threatening,11.75,Verb,11,8,3,threaten,,,8.95,1.0,7.8,,,,stative
threatens,threatens,2.1,Verb,9,7,2,threaten,,,8.95,1.0,7.8,,,,stative
threats,threats,6.65,Noun,7,5,1,threat,,,7.14,1.0,,7.86,8.19,,unknown_noun
threes,threes,1.47,Number,6,4,1,three,,,3.69,0.95,3.8,,3.05,,Number
threesomes,threesomes,0.31,Noun,10,7,2,threesome,,,12.58,1.0,,,,,unknown_noun
thresholds,thresholds,0.02,Noun,10,9,2,threshold,,,11.9,1.0,,,,11.9,unknown_noun
threw,threw,40.82,Verb,5,3,1,throw,,,4.14,1.0,,5.41,4.93,,creation
thrifts,thrifts,0.02,Noun,7,6,1,thrift,,,10.47,0.94,,,9.74,,unknown_noun
thrilled,thrilled,11.06,Verb,8,5,1,thrill,,,8.37,1.0,7.62,7.83,8.15,,motion
thrillers,thrillers,0.24,Noun,9,6,2,thriller,,,8.25,1.0,,,,,unknown_noun
thrills,thrills,1.43,Noun,7,5,1,thrill,,,8.37,1.0,7.62,7.83,8.15,,unknown_noun
thrived,thrived,0.18,Verb,7,5,1,thrive,,,9.35,1.0,9.5,,10.46,,change
thrives,thrives,0.47,Verb,7,5,1,thrive,,,9.35,1.0,9.5,,10.46,,change
throats,throats,3.55,Noun,7,5,1,throat,,,5.09,1.0,,6.22,4.99,,unknown_noun
throbs,throbs,0.22,Verb,6,5,1,throb,,,10.05,1.0,,,9.1,,motion
thrones,thrones,0.51,Noun,7,5,1,throne,,,7.28,1.0,,6.24,7.43,,unknown_noun
throngs,throngs,0.1,Noun,7,5,1,throng,,,12.93,0.83,,,11.63,,unknown_noun
throttled,throttled,0.06,Verb,9,7,2,throttle,,,10.61,1.0,,,,9.94,change
throttles,throttles,0.18,Noun,9,7,2,throttle,,,10.61,1.0,,,,9.94,unknown_noun
throwbacks,throwbacks,0.04,Noun,10,7,2,throwback,,,13.65,1.0,,,,,unknown_noun
throwers,throwers,0.12,Noun,8,5,2,thrower,,,8.65,0.94,,,,,unknown_noun
throwing,throwing,29.18,Verb,8,5,2,throw,,,4.14,1.0,,5.41,4.93,,creation
thrown,thrown,20.53,Verb,6,4,1,throw,,,4.14,1.0,,5.41,4.93,,creation
throws,throws,7.53,Verb,6,4,1,throw,,,4.14,1.0,,5.41,4.93,,creation
thru,through,0.61,Preposition,4,3,1,through,,,5.82,1.0,6.53,,6.78,,Preposition
thrumming,thrumming,0.14,Verb,9,6,2,thrum,,,13.25,0.44,,,,,perception
thrums,thrums,0.1,Name,6,5,1,thrum,,,13.25,0.44,,,,,Name
thrusters,thrusters,1.76,Noun,9,7,2,thruster,,,10.88,0.89,,,,,unknown_noun
thrusts,thrusts,0.24,Noun,7,6,1,thrust,,,9.72,1.0,,9.83,10.17,,unknown_noun
