Word,Alternative.spelling,Freq_pm,Dom_PoS_SUBTLEX,Nletters,Nphon,Nsyll,Lemma_highest_PoS,AoA_Kup,Perc_known,AoA_Kup_lem,Perc_known_lem,AoA_Bird_lem,AoA_Bristol_lem,AoA_Cort_lem,AoA_Schock
formulating,formulating,0.14,Verb,11,11,4,formulate,,,10.75,0.89,11.78,,,
formulations,formulations,0.02,Noun,12,12,4,formulation,,,12.00,1.00,,,,
fornicated,fornicated,0.10,Verb,10,10,4,fornicate,,,13.44,1.00,,,,
fornicates,fornicates,0.06,Noun,10,9,3,fornicate,,,13.44,1.00,,,,
fornicating,fornicating,0.39,Verb,11,10,4,fornicate,,,13.44,1.00,,,,
fornications,fornications,0.06,Noun,12,11,4,fornication,,,12.35,0.94,,,,
fornicators,fornicators,0.14,Noun,11,10,4,fornicator,,,14.94,0.84,,,,
forsaken,forsaken,1.51,Verb,8,8,3,forsake,,,10.86,1.00,,,,11.70
forsakes,forsakes,0.06,Verb,8,7,2,forsake,,,10.86,1.00,,,,11.70
forsaking,forsaking,0.57,Verb,9,8,3,forsake,,,10.86,1.00,,,,11.70
forsook,forsook,0.04,Verb,7,6,2,forsake,,,10.86,1.00,,,,11.70
forswore,forswore,0.02,Verb,8,7,2,forswear,,,13.80,0.53,,,,
forties,forties,0.51,Number,7,6,2,forty,,,6.53,1.00,,6.47,,
fortifications,fortifications,0.22,Noun,14,13,5,fortification,,,12.67,1.00,,11.02,,
fortified,fortified,0.61,Verb,9,8,3,fortify,,,10.83,1.00,,,,
fortifies,fortifies,0.06,Verb,9,9,4,fortify,,,10.83,1.00,,,,
fortifying,fortifying,0.10,Verb,10,9,4,fortify,,,10.83,1.00,,,,
fortresses,fortresses,0.22,Noun,10,9,3,fortress,,,10.05,1.00,,,,9.85
forts,forts,0.39,Noun,5,5,1,fort,,,6.48,1.00,,6.62,6.26,
fortunes,fortunes,2.51,Noun,8,7,2,fortune,,,9.05,1.00,,7.51,,8.70
fortunetellers,fortune-tellers,0.04,Noun,14,11,4,fortuneteller,,,8.00,1.00,,,,
forums,forums,0.06,Noun,6,6,2,forum,,,12.52,0.99,,12.64,,12.01
forwarded,forwarded,0.86,Verb,9,8,3,forward,,,4.24,1.00,5.74,,,7.04
fossils,fossils,0.61,Noun,7,6,2,fossil,,,7.50,1.00,,,,7.41
fostered,fostered,0.33,Verb,8,6,2,foster,,,9.01,1.00,10.68,,,
fosters,fosters,0.20,Verb,7,6,2,foster,,,9.01,1.00,10.68,,,
fought,fought,26.71,Verb,6,3,1,fight,,,5.47,1.00,5.30,5.35,5.19,
fouled,fouled,1.61,Verb,6,4,1,foul,,,7.75,1.00,,8.35,8.40,
fouler,fouler,0.10,Adjective,6,4,2,foul,,,7.75,1.00,,8.35,8.40,
foulest,foulest,0.25,Adjective,7,6,2,foul,,,7.75,1.00,,8.35,8.40,
fouling,fouling,0.25,Verb,7,5,2,foul,,,7.75,1.00,,8.35,8.40,
fouls,fouls,0.47,Noun,5,4,1,foul,,,7.75,1.00,,8.35,8.40,
foundations,foundations,1.16,Noun,11,9,3,foundation,,,10.94,1.00,,9.45,,
founded,founded,3.10,Verb,7,6,2,found,,,5.15,1.00,,,5.40,
foundered,foundered,0.04,Verb,9,6,2,founder,,,9.50,1.00,,,,
foundering,foundering,0.18,Verb,10,7,3,founder,,,9.50,1.00,,,,
founders,founders,0.75,Noun,8,6,2,founder,,,9.50,1.00,,,,
foundries,foundries,0.12,Noun,9,7,2,foundry,,,11.60,0.75,,,,
founds,founds,0.04,Verb,6,5,1,found,,,5.15,1.00,,,5.40,
fountains,fountains,0.98,Noun,9,7,2,fountain,,,7.17,1.00,,7.77,,6.20
fours,fours,2.06,Number,5,4,1,four,,,4.93,1.00,3.94,,3.52,
foursomes,foursomes,0.02,Noun,9,7,2,foursome,,,12.24,1.00,,,,
fourths,fourths,0.04,Number,7,5,1,fourth,,,4.68,1.00,,5.69,,
fowls,fowls,0.16,Noun,5,4,1,fowl,,,7.89,1.00,,,9.67,
foxed,foxed,0.06,Verb,5,5,1,fox,,,5.02,1.00,,5.77,4.21,
foxes,foxes,1.16,Noun,5,6,2,fox,,,5.02,1.00,,5.77,4.21,
foxholes,foxholes,0.41,Noun,8,8,2,foxhole,,,11.06,1.00,,,,
foxier,foxier,0.04,Adjective,6,6,3,foxy,,,10.11,1.00,,,,
foxiest,foxiest,0.06,Adjective,7,8,3,foxy,,,10.11,1.00,,,,
foxtrots,foxtrots,0.04,Noun,8,9,2,foxtrot,,,12.39,0.90,,,,
fractals,fractals,0.08,Noun,8,8,2,fractal,,,12.00,0.76,,,,
fractions,fractions,0.65,Noun,9,8,2,fraction,,,10.06,1.00,7.62,,,8.70
fractures,fractures,2.65,Noun,9,7,2,fracture,,,9.80,1.00,,,,8.62
fragilities,fragilities,0.02,Noun,11,10,4,fragility,,,9.88,0.94,,,,
fragments,fragments,2.65,Noun,9,9,2,fragment,,,11.53,1.00,,,,10.22
fragrances,fragrances,0.08,Noun,10,10,3,fragrance,,,9.63,1.00,,,,
frailties,frailties,0.16,Noun,9,7,2,frailty,,,11.16,1.00,10.27,,,
fraises,fraises,0.02,Noun,7,6,2,fraise,,,13.17,0.32,,,,
framed,framed,5.57,Verb,6,5,1,frame,,,7.67,1.00,,7.86,7.29,
framers,framers,0.08,Noun,7,6,2,framer,,,10.74,0.95,,,,
frames,frames,2.16,Noun,6,5,1,frame,,,7.67,1.00,,7.86,7.29,
framing,framing,1.49,Verb,7,6,2,frame,,,7.67,1.00,,7.86,7.29,
franchises,franchises,0.51,Noun,10,9,3,franchise,,,12.58,1.00,,12.70,,
franchising,franchising,0.20,Verb,11,9,3,franchise,,,12.58,1.00,,12.70,,
francs,francs,5.12,Noun,6,6,1,franc,,,12.81,0.89,,,12.22,
frapped,frapped,0.02,Verb,7,5,1,frap,,,13.17,0.33,,,,
frappes,frappes,0.02,Noun,7,5,1,frappe,,,15.12,0.85,,,,
fraternities,fraternities,0.20,Noun,12,10,4,fraternity,,,12.95,1.00,,,,
fraternizes,fraternises,0.02,Verb,11,10,4,fraternize,,,14.68,1.00,,,,
fraternizing,fraternising,0.57,Verb,12,10,4,fraternize,,,14.68,1.00,,,,
frats,frats,0.02,Noun,5,5,1,frat,,,14.80,0.83,,,,
frauds,frauds,0.78,Noun,6,5,1,fraud,,,10.11,0.95,,10.22,10.20,
frazzles,frazzles,0.02,Verb,8,7,2,frazzle,,,11.42,0.95,,,,
freaked,freaked,10.37,Verb,7,5,1,freak,,,8.02,1.00,,10.05,7.93,
freakier,freakier,0.06,Adjective,8,6,3,freaky,,,7.60,1.00,,,,
freakiest,freakiest,0.16,Adjective,9,8,3,freaky,,,7.60,1.00,,,,
freaking,freaking,14.78,Verb,8,6,2,freak,,,8.02,1.00,,10.05,7.93,
freaks,freaks,8.27,Noun,6,5,1,freak,,,8.02,1.00,,10.05,7.93,
freebasing,freebasing,0.14,Verb,10,8,3,freebase,,,14.88,0.85,,,,
freebee,freebee,0.06,Noun,7,5,2,freebie,,,10.79,1.00,,,,8.04
freebies,freebies,0.47,Noun,8,6,2,freebie,,,10.79,1.00,,,,8.04
freed,freed,3.73,Verb,5,4,1,free,,,5.21,1.00,,,5.89,
freedoms,freedoms,0.88,Noun,8,7,2,freedom,,,7.05,1.00,,8.45,,7.34
freeing,freeing,0.90,Verb,7,5,2,free,,,5.21,1.00,,,5.89,
freelanced,freelanced,0.04,Verb,10,8,2,freelance,,,13.84,1.00,,,,
freelancers,freelancers,0.16,Noun,11,9,3,freelancer,,,13.58,0.95,,,,
freelances,freelances,0.04,Verb,10,9,3,freelance,,,13.84,1.00,,,,
freelancing,freelancing,0.14,Verb,11,9,3,freelance,,,13.84,1.00,,,,
freeloaders,freeloaders,0.45,Noun,11,8,3,freeloader,,,10.94,0.95,,,,
freemasons,freemasons,0.27,Noun,10,9,3,freemason,,,15.00,0.95,,,,
freemen,freemen,0.06,Noun,7,6,2,freeman,,,11.38,0.89,,,,
freer,freer,0.35,Adjective,5,4,2,free,,,5.21,1.00,,,5.89,
frees,frees,0.67,Verb,5,4,1,free,,,5.21,1.00,,,5.89,
freesias,freesias,0.08,Noun,8,7,3,freesia,,,12.82,0.55,,,,
freest,freest,0.08,Adjective,6,6,2,free,,,5.21,1.00,,,5.89,
freethinkers,freethinkers,0.08,Noun,12,9,3,freethinker,,,11.44,0.95,,,,
freeways,freeways,0.63,Noun,8,6,2,freeway,,,10.32,1.00,,,,
freezers,freezers,0.31,Noun,8,6,2,freezer,,,4.63,1.00,,,,
freezes,freezes,1.55,Verb,7,6,2,freeze,,,4.89,1.00,6.37,,6.13,
freighted,freighted,0.08,Verb,9,6,2,freight,,,10.56,0.95,,10.66,9.67,
freighters,freighters,0.24,Noun,10,6,2,freighter,,,10.47,0.95,,,,
freighting,freighting,0.06,Verb,10,6,2,freight,,,10.56,0.95,,10.66,9.67,
freights,freights,0.06,Noun,8,5,1,freight,,,10.56,0.95,,10.66,9.67,
frenzies,frenzies,0.02,Noun,8,7,2,frenzy,,,9.53,1.00,,9.98,,11.09
frequencies,frequencies,1.86,Noun,11,10,3,frequency,,,9.79,1.00,10.27,,,
frequented,frequented,0.25,Verb,10,10,3,frequent,,,6.94,1.00,,,,
frequenting,frequenting,0.12,Verb,11,10,3,frequent,,,6.94,1.00,,,,
frequents,frequents,0.24,Verb,9,9,2,frequent,,,6.94,1.00,,,,
frescoes,frescoes,0.10,Noun,8,7,2,fresco,,,14.50,0.84,,,,
frescos,frescos,0.06,Noun,7,7,2,fresco,,,14.50,0.84,,,,
freshened,freshened,0.14,Verb,9,7,2,freshen,,,8.84,1.00,,,,
fresheners,fresheners,0.08,Noun,10,8,3,freshener,,,8.47,0.94,,,,
freshening,freshening,0.35,Verb,10,8,3,freshen,,,8.84,1.00,,,,
fresher,fresher,0.65,Adjective,7,5,2,fresh,,,6.22,1.00,,6.60,6.53,
freshest,freshest,0.31,Adjective,8,7,2,fresh,,,6.22,1.00,,6.60,6.53,
freshmen,freshmen,1.80,Noun,8,7,2,freshman,,,10.45,0.95,,,,
frets,frets,0.20,Verb,5,5,1,fret,,,11.11,1.00,,,10.03,
fretting,fretting,0.31,Verb,8,6,2,fret,,,11.11,1.00,,,10.03,
friars,friars,0.14,Noun,6,5,2,friar,,,9.22,0.95,,9.54,,
fricasseed,fricasseed,0.08,Verb,10,8,3,fricassee,,,13.91,0.58,,,,
frictions,frictions,0.04,Noun,9,8,2,friction,,,9.80,1.00,,,,8.96
fridges,fridges,0.10,Noun,7,6,2,fridge,,,4.67,1.00,,,,
friendlier,friendlier,0.37,Adjective,10,8,3,friendly,,,4.50,1.00,,,,
friendliest,friendliest,0.39,Adjective,11,10,3,friendly,,,4.50,1.00,,,,
friends,friends,305.45,Noun,7,6,1,friend,,,3.57,1.00,4.58,,3.85,
friendships,friendships,1.39,Noun,11,9,2,friendship,,,5.62,1.00,,7.66,,5.74
fries,fries,11.69,Noun,5,4,1,fry,,,5.79,1.00,5.97,,6.13,
friezes,friezes,0.02,Noun,7,6,2,frieze,,,13.64,0.64,,,,
frigates,frigates,0.04,Verb,8,7,2,frigate,,,14.40,0.83,,,,
frightens,frightens,2.02,Verb,9,7,2,frighten,,,8.83,1.00,5.33,,,
frights,frights,0.04,Noun,7,5,1,fright,,,7.53,1.00,,5.82,7.65,
frills,frills,0.37,Noun,6,5,1,frill,,,8.59,0.85,,7.66,10.57,
fringes,fringes,0.27,Noun,7,7,2,fringe,,,9.61,1.00,,5.77,9.84,
frisked,frisked,0.31,Verb,7,6,1,frisk,,,10.16,0.95,,,9.60,
frisking,frisking,0.14,Verb,8,7,2,frisk,,,10.16,0.95,,,9.60,
frisks,frisks,0.02,Verb,6,4,1,frisk,,,10.16,0.95,,,9.60,
frittered,frittered,0.10,Verb,9,6,2,fritter,,,13.00,0.86,,,,
frittering,frittering,0.14,Verb,10,7,3,fritter,,,13.00,0.86,,,,
fritters,fritters,0.18,Noun,8,6,2,fritter,,,13.00,0.86,,,,
frivolities,frivolities,0.06,Noun,11,10,4,frivolity,,,14.00,0.89,,,,
frizzing,frizzing,0.06,Verb,8,6,2,frizz,,,9.00,0.95,,,9.03,
frocks,frocks,0.27,Noun,6,5,1,frock,,,9.65,0.94,,6.66,10.82,
frogmen,frogmen,0.16,Noun,7,7,2,frogman,,,8.85,0.72,,,,
frogs,frogs,3.37,Noun,5,5,1,frog,,,4.32,1.00,,5.30,3.65,
frolicked,frolicked,0.02,Verb,9,7,2,frolic,,,8.50,1.00,,,,10.41
frolicking,frolicking,0.24,Verb,10,8,3,frolic,,,8.50,1.00,,,,10.41
frolics,frolics,0.14,Noun,7,7,2,frolic,,,8.50,1.00,,,,10.41
fronds,fronds,0.14,Noun,6,6,1,frond,,,11.50,0.53,,,,
fronted,fronted,0.43,Verb,7,7,2,front,,,5.19,0.95,4.70,,4.92,
frontiers,frontiers,0.29,Noun,9,8,2,frontier,,,8.86,1.00,,,,8.87
frontiersmen,frontiersmen,0.04,Noun,12,11,4,frontiersman,,,10.76,0.89,,,,
fronting,fronting,0.71,Verb,8,7,2,front,,,5.19,0.95,4.70,,4.92,
fronts,fronts,0.92,Noun,6,6,1,front,,,5.19,0.95,4.70,,4.92,
frostings,frostings,0.06,Noun,9,8,2,frosting,,,4.95,1.00,,,,
frosts,frosts,0.08,Noun,6,6,1,frost,,,5.21,1.00,,5.41,6.40,
frothier,frothier,0.02,Adjective,8,6,3,frothy,,,10.67,0.90,,,,
frothing,frothing,0.25,Verb,8,6,2,froth,,,12.56,1.00,,,11.41,
frowned,frowned,0.41,Verb,7,5,1,frown,,,4.52,1.00,6.50,5.64,5.13,
frowning,frowning,0.49,Verb,8,6,2,frown,,,4.52,1.00,6.50,5.64,5.13,
frowns,frowns,0.35,Noun,6,5,1,frown,,,4.52,1.00,6.50,5.64,5.13,
frowsy,frowsy,0.02,Adjective,6,5,2,frowzy,,,13.60,0.56,,,,
froze,froze,4.24,Verb,5,4,1,freeze,,,4.89,1.00,6.37,,6.13,
fruitcakes,fruitcakes,0.10,Noun,10,8,2,fruitcake,,,8.28,1.00,,,,
fruitier,fruitier,0.02,Adjective,8,6,3,fruity,,,6.80,1.00,,,,
fruits,fruits,2.80,Noun,6,5,1,fruit,,,3.63,1.00,,4.56,4.36,
frumpier,frumpier,0.02,Adjective,8,8,3,frumpy,,,12.17,0.95,10.06,,,
frumps,frumps,0.06,Noun,6,6,1,frump,,,11.47,0.95,,,,
frustrates,frustrates,0.08,Verb,10,9,2,frustrate,,,9.17,1.00,10.89,,,
frustrations,frustrations,0.51,Noun,12,11,3,frustration,,,8.35,0.94,11.21,,,
fryers,fryers,0.06,Noun,6,5,2,fryer,,,8.56,0.95,,,,
frying,frying,2.78,Noun,6,5,2,fry,,,5.79,1.00,5.97,,6.13,
fuchsias,fuchsias,0.02,Noun,8,6,2,fuchsia,,,11.32,1.00,,,,
fucked,fucked,44.92,Verb,6,4,1,fuck,,,11.22,1.00,,,,
fuckers,fuckers,3.90,Noun,7,5,2,fucker,,,10.89,1.00,,,,
fucks,fucks,4.57,Verb,5,4,1,fuck,,,11.22,1.00,,,,
fuddled,fuddled,0.10,Verb,7,6,2,fuddle,,,11.69,0.68,,,,
fudged,fudged,0.08,Verb,6,4,1,fudge,,,5.78,1.00,,5.67,5.53,
fudges,fudges,0.02,Verb,6,5,2,fudge,,,5.78,1.00,,5.67,5.53,
fueled,fuelled,0.96,Verb,6,6,2,fuel,,,7.17,1.00,,8.09,,
fueling,fuelling,0.39,Verb,7,6,2,fuel,,,7.17,1.00,,8.09,,
fuelled,fuelled,0.35,Verb,7,6,2,fuel,,,7.17,1.00,,8.09,,
fuelling,fuelling,0.10,Verb,8,6,2,fuel,,,7.17,1.00,,8.09,,
fuels,fuels,0.55,Noun,5,6,2,fuel,,,7.17,1.00,,8.09,,
fugitives,fugitives,1.06,Noun,9,9,3,fugitive,,,10.55,1.00,,,,
fulcrums,fulcrums,0.02,Noun,8,8,2,fulcrum,,,13.21,0.70,,,,
fulfilled,fulfilled,2.84,Verb,9,7,2,fulfill,,,8.70,1.00,,,,10.04
fulfilling,fulfilling,1.47,Verb,10,8,3,fulfill,,,8.70,1.00,,,,10.04
fulfills,fulfils,0.16,Verb,8,7,2,fulfill,,,8.70,1.00,,,,10.04
fullbacks,fullbacks,0.02,Noun,9,7,2,fullback,,,13.00,0.84,,,,
fullest,fullest,0.98,Adjective,7,6,2,full,,,4.24,1.00,,,4.86,
fulminates,fulminates,0.02,Noun,10,9,3,fulminate,,,15.82,0.58,,,,
fumbled,fumbled,0.47,Verb,7,7,2,fumble,,,8.06,1.00,,,,8.45
fumbles,fumbles,0.31,Verb,7,7,2,fumble,,,8.06,1.00,,,,8.45
fumbling,fumbling,0.29,Verb,8,8,3,fumble,,,8.06,1.00,,,,8.45
fumed,fumed,0.04,Verb,5,5,1,fume,,,8.67,0.95,,,9.46,
fumes,fumes,2.86,Noun,5,5,1,fume,,,8.67,0.95,,,9.46,
fumigants,fumigants,0.02,Noun,9,10,3,fumigant,,,13.50,0.74,,,,
fumigated,fumigated,0.24,Verb,9,10,4,fumigate,,,11.78,1.00,,,,
fumigators,fumigators,0.08,Noun,10,11,4,fumigator,,,12.83,0.95,,,,
fuming,fuming,0.18,Verb,6,6,2,fume,,,8.67,0.95,,,9.46,
functionaries,functionaries,0.04,Noun,13,11,4,functionary,,,12.50,0.95,,,,
functioned,functioned,0.31,Verb,10,8,2,function,,,9.10,1.00,,10.07,,9.85
functioning,functioning,2.78,Verb,11,9,3,function,,,9.10,1.00,,10.07,,9.85
functions,functions,3.94,Noun,9,8,2,function,,,9.10,1.00,,10.07,,9.85
fundamentalists,fundamentalists,0.20,Noun,15,15,5,fundamentalist,,,15.55,1.00,,,,
fundamentals,fundamentals,0.53,Noun,12,12,4,fundamental,,,9.90,1.00,,,,
funded,funded,0.80,Verb,6,6,2,fund,,,9.56,1.00,,9.62,8.80,
fundraisers,fundraisers,0.12,Noun,11,9,3,fundraiser,,,9.11,1.00,,,,
funerals,funerals,3.22,Noun,8,8,3,funeral,,,7.28,1.00,,,,
fungi,fungi,0.18,Noun,5,5,2,fungus,,,8.44,1.00,,9.09,,9.40
fungicides,fungicides,0.02,Noun,10,9,3,fungicide,,,13.33,0.95,,,,
funkier,funkier,0.14,Adjective,7,6,3,funky,,,8.61,1.00,,10.49,,
funks,funks,0.25,Noun,5,5,1,funk,,,9.95,1.00,,,9.17,
funned,funned,0.02,Verb,6,4,1,fun,,,3.67,1.00,,,3.75,
funneled,funnelled,0.16,Verb,8,6,2,funnel,,,8.44,1.00,,,,7.96
funneling,funnelling,0.12,Verb,9,7,3,funnel,,,8.44,1.00,,,,7.96
funnels,funnels,0.16,Noun,7,6,2,funnel,,,8.44,1.00,,,,7.96
funnier,funnier,2.51,Adjective,7,5,3,funny,,,5.47,1.00,4.47,4.16,,4.64
funnies,funnies,0.37,Noun,7,5,2,funny,,,5.47,1.00,4.47,4.16,,4.64
funniest,funniest,2.90,Adjective,8,7,3,funny,,,5.47,1.00,4.47,4.16,,4.64
funning,funning,0.16,Verb,7,5,2,fun,,,3.67,1.00,,,3.75,
funs,funs,0.02,Noun,4,4,1,fun,,,3.67,1.00,,,3.75,
furbelows,furbelows,0.02,Noun,9,7,3,furbelow,,,13.62,0.44,,,,
furies,furies,0.33,Noun,6,6,2,fury,,,8.84,1.00,,8.30,,8.28
furled,furled,0.08,Verb,6,4,1,furl,,,12.25,0.89,,,,
furlongs,furlongs,0.22,Noun,8,6,2,furlong,,,13.00,0.72,,,,
furloughs,furloughs,0.12,Noun,9,5,2,furlough,,,14.71,0.74,,,,13.63
furnaces,furnaces,0.37,Noun,8,7,3,furnace,,,10.60,1.00,,8.51,,9.22
furnishes,furnishes,0.14,Verb,9,7,3,furnish,,,10.50,1.00,,,,9.94
furnishing,furnishing,0.24,Verb,10,7,3,furnish,,,10.50,1.00,,,,9.94
furred,furred,0.06,Verb,6,3,1,fur,,,5.22,1.00,,,5.47,
furrows,furrows,0.12,Noun,7,4,2,furrow,,,13.00,0.72,,,,
furs,furs,1.59,Noun,4,3,1,fur,,,5.22,1.00,,,5.47,
furthered,furthered,0.08,Verb,9,5,2,further,,,6.68,1.00,,,,7.88
furthering,furthering,0.12,Verb,10,6,3,further,,,6.68,1.00,,,,7.88
furthers,furthers,0.08,Verb,8,5,2,further,,,6.68,1.00,,,,7.88
furthest,furthest,0.63,Adjective,8,6,2,far,,,4.88,1.00,5.46,,4.27,
fused,fused,0.67,Verb,5,5,1,fuse,,,10.78,1.00,10.37,,10.12,
fuses,fuses,1.14,Noun,5,6,2,fuse,,,10.78,1.00,10.37,,10.12,
fusing,fusing,0.12,Verb,6,6,2,fuse,,,10.78,1.00,10.37,,10.12,
fussed,fussed,0.16,Verb,6,4,1,fuss,,,5.50,1.00,,6.35,6.10,
fusses,fusses,0.04,Verb,6,5,2,fuss,,,5.50,1.00,,6.35,6.10,
fussing,fussing,1.08,Verb,7,5,2,fuss,,,5.50,1.00,,6.35,6.10,
futons,futons,0.10,Noun,6,6,2,futon,,,13.00,0.89,,,,11.29
futures,futures,1.63,Noun,7,6,2,future,,,7.16,1.00,,8.24,,7.26
futzing,futzing,0.10,Verb,7,6,2,futz,,,14.29,0.39,,,,
fuzzier,fuzzier,0.06,Adjective,7,5,3,fuzzy,,,5.05,1.00,,,,
fuzziest,fuzziest,0.02,Adjective,8,7,3,fuzzy,,,5.05,1.00,,,,
gabbed,gabbed,0.06,Verb,6,4,1,gab,,,9.41,0.89,,,10.61,
gabbing,gabbing,0.49,Verb,7,5,2,gab,,,9.41,0.89,,,10.61,
gables,gables,0.63,Noun,6,6,2,gable,,,10.29,0.90,,,,11.70
gadding,gadding,0.10,Verb,7,5,2,gad,,,10.85,0.72,,,,
gadflies,gadflies,0.02,Noun,8,7,2,gadfly,,,13.82,0.58,,,,
gadgets,gadgets,1.39,Noun,7,6,2,gadget,,,8.63,1.00,9.68,,,7.96
gads,gads,0.02,Noun,4,4,1,gad,,,10.85,0.72,,,,
gaffe,gaffe,0.04,Noun,5,3,1,gaff,,,12.27,0.79,,,,
gagged,gagged,0.84,Verb,6,4,1,gag,,,7.58,1.00,,,7.79,
gagging,gagging,0.57,Verb,7,5,2,gag,,,7.58,1.00,,,7.79,
gags,gags,1.14,Noun,4,4,1,gag,,,7.58,1.00,,,7.79,
gained,gained,5.18,Verb,6,4,1,gain,,,7.11,1.00,8.15,7.18,6.93,
gainers,gainers,0.04,Noun,7,5,2,gainer,,,10.12,0.94,,,,
gaining,gaining,3.78,Verb,7,5,2,gain,,,7.11,1.00,8.15,7.18,6.93,
gains,gains,1.51,Noun,5,4,1,gain,,,7.11,1.00,8.15,7.18,6.93,
gaits,gaits,0.02,Noun,5,4,1,gait,,,11.75,0.91,,,10.90,
galas,galas,0.04,Noun,5,5,2,gala,,,14.06,0.94,,,,11.90
galaxies,galaxies,0.96,Noun,8,8,3,galaxy,,,7.67,1.00,,,,
gales,gales,0.18,Noun,5,4,1,gale,,,10.57,0.90,,8.64,10.87,
gallantries,gallantries,0.04,Noun,11,9,3,gallantry,,,12.25,0.67,,,,
gallants,gallants,0.12,Noun,8,7,2,gallant,,,10.28,1.00,,,,12.01
gallbladders,gallbladders,0.14,Noun,12,9,3,gallbladder,,,11.68,1.00,,,,
galleons,galleons,0.12,Noun,8,7,3,galleon,,,12.79,0.74,,,,
galleries,galleries,1.00,Noun,9,6,3,gallery,,,8.68,1.00,,8.77,,
galleys,galleys,0.49,Noun,7,5,2,galley,,,12.69,0.89,,10.87,,11.90
gallivanted,gallivanted,0.02,Verb,11,10,4,gallivant,,,12.50,0.80,,,,
gallivanting,gallivanting,0.63,Verb,12,10,4,gallivant,,,12.50,0.80,,,,
gallons,gallons,3.67,Noun,7,6,2,gallon,,,6.25,1.00,7.26,,,7.11
galloped,galloped,0.04,Verb,8,6,2,gallop,,,8.32,1.00,,,,7.34
gallops,gallops,0.16,Verb,7,6,2,gallop,,,8.32,1.00,,,,7.34
galls,galls,0.29,Verb,5,4,1,gall,,,12.44,0.86,,,11.34,
gallstones,gallstones,0.20,Noun,10,8,2,gallstone,,,13.11,0.95,,,,
galoshes,galoshes,0.67,Noun,8,7,3,galosh,,,11.40,0.79,,,,
gals,gals,3.25,Noun,4,4,1,gal,,,6.21,1.00,,,,
gambits,gambits,0.02,Noun,7,7,2,gambit,,,12.88,0.89,,,,
gambled,gambled,1.51,Verb,7,7,2,gamble,,,9.05,1.00,,,,9.67
gamblers,gamblers,1.51,Noun,8,7,2,gambler,,,10.26,1.00,,,,
gambles,gambles,0.31,Verb,7,7,2,gamble,,,9.05,1.00,,,,9.67
gamboled,gambolled,0.02,Verb,8,7,2,gambol,,,13.44,0.47,,,,
gamed,gamed,0.02,Verb,5,4,1,game,,,4.26,1.00,,4.99,4.18,
games,games,44.84,Noun,5,4,1,game,,,4.26,1.00,,4.99,4.18,
gametes,gametes,0.04,Noun,7,6,2,gamete,,,14.07,0.78,,,,
gamey,gamey,0.06,Noun,5,4,2,gamy,,,12.55,0.61,,,,
gamier,gamier,0.02,Noun,6,5,3,gamy,,,12.55,0.61,,,,
gammas,gammas,0.75,Noun,6,5,2,gamma,,,14.06,0.94,,13.64,,
ganders,ganders,0.02,Noun,7,6,2,gander,,,11.31,0.89,,,,12.43
gangbusters,gangbusters,0.47,Noun,11,9,3,gangbuster,,,11.18,0.94,,,,
ganged,ganged,0.18,Verb,6,4,1,gang,,,9.22,1.00,,6.77,8.05,
ganging,ganging,0.39,Verb,7,5,2,gang,,,9.22,1.00,,6.77,8.05,
ganglia,ganglia,0.12,Noun,7,7,3,ganglion,,,13.86,0.39,,,,
gangplanks,gangplanks,0.02,Noun,10,9,2,gangplank,,,12.22,0.50,,,,
gangs,gangs,4.33,Noun,5,4,1,gang,,,9.22,1.00,,6.77,8.05,
gangsters,gangsters,2.76,Noun,9,7,2,gangster,,,8.50,1.00,,,,9.40
gangways,gangways,0.02,Noun,8,6,2,gangway,,,13.73,0.75,,,,
gapes,gapes,0.02,Verb,5,4,1,gape,,,11.72,1.00,8.97,,10.68,
gapped,gapped,0.02,Verb,6,4,1,gap,,,8.22,1.00,,,6.47,
gaps,gaps,0.69,Noun,4,4,1,gap,,,8.22,1.00,,,6.47,
garages,garages,0.45,Noun,7,6,3,garage,,,5.26,1.00,,,,5.56
garbanzos,garbanzos,0.04,Noun,9,9,3,garbanzo,,,12.93,0.71,,,,
garbs,garbs,0.02,Noun,5,5,1,garb,,,12.05,1.00,,,11.63,
gardened,gardened,0.02,Verb,8,7,2,garden,,,5.33,1.00,4.62,3.94,,5.37
gardeners,gardeners,0.53,Noun,9,8,3,gardener,,,6.50,1.00,6.06,,,
gardenias,gardenias,0.49,Noun,9,9,3,gardenia,,,11.94,0.95,,,,
gardens,gardens,4.04,Noun,7,7,2,garden,,,5.33,1.00,4.62,3.94,,5.37
gargled,gargled,0.02,Verb,7,7,2,gargle,,,8.58,1.00,6.84,,,7.80
gargles,gargles,0.10,Verb,7,7,2,gargle,,,8.58,1.00,6.84,,,7.80
gargoyles,gargoyles,0.43,Noun,9,7,2,gargoyle,,,10.18,0.94,,,,
garlanded,garlanded,0.00,#N/A,9,9,3,garland,,,10.93,1.00,,,,10.99
garlands,garlands,0.22,Noun,8,8,2,garland,,,10.93,1.00,,,,10.99
garments,garments,0.76,Noun,8,8,2,garment,,,8.32,1.00,,8.98,,9.49
garnished,garnished,0.08,Verb,9,7,2,garnish,,,13.30,1.00,,,,10.80
garrets,garrets,0.04,Noun,7,6,2,garret,,,11.96,0.80,,,,
garrisoned,garrisoned,0.04,Verb,10,8,3,garrison,,,14.88,0.85,,,,
